,Faraday depth,Real FDF,Imag FDF,Abs FDF,chi FDF
254,-974.5987299364969,0.0,0.0,0.0,0.0
255,-974.4987249362468,0.0,0.0,0.0,0.0
256,-974.3987199359968,0.0,0.0,0.0,0.0
257,-974.2987149357468,0.0,0.0,0.0,0.0
258,-974.1987099354968,0.0,0.0,0.0,0.0
259,-974.0987049352468,0.0,0.0,0.0,0.0
260,-973.9986999349967,0.0,0.0,0.0,0.0
261,-973.8986949347467,0.0,0.0,0.0,0.0
262,-973.7986899344967,0.0,0.0,0.0,0.0
263,-973.6986849342467,0.0,0.0,0.0,0.0
264,-973.5986799339967,0.0,0.0,0.0,0.0
265,-973.4986749337467,0.0,0.0,0.0,0.0
266,-973.3986699334966,0.0,0.0,0.0,0.0
267,-973.2986649332466,0.0,0.0,0.0,0.0
268,-973.1986599329966,0.0,0.0,0.0,0.0
269,-973.0986549327466,0.0,0.0,0.0,0.0
270,-972.9986499324966,0.0,0.0,0.0,0.0
271,-972.8986449322466,0.0,0.0,0.0,0.0
272,-972.7986399319966,0.0,0.0,0.0,0.0
273,-972.6986349317466,0.0,0.0,0.0,0.0
274,-972.5986299314966,0.0,0.0,0.0,0.0
275,-972.4986249312466,0.0,0.0,0.0,0.0
276,-972.3986199309966,0.0,0.0,0.0,0.0
277,-972.2986149307466,0.0,0.0,0.0,0.0
278,-972.1986099304966,0.0,0.0,0.0,0.0
279,-972.0986049302466,0.0,0.0,0.0,0.0
280,-971.9985999299965,0.0,0.0,0.0,0.0
281,-971.8985949297465,0.0,0.0,0.0,0.0
282,-971.7985899294965,0.0,0.0,0.0,0.0
283,-971.6985849292464,0.0,0.0,0.0,0.0
284,-971.5985799289964,0.0,0.0,0.0,0.0
285,-971.4985749287464,0.0,0.0,0.0,0.0
286,-971.3985699284964,0.0,0.0,0.0,0.0
287,-971.2985649282464,0.0,0.0,0.0,0.0
288,-971.1985599279964,0.0,0.0,0.0,0.0
289,-971.0985549277464,0.0,0.0,0.0,0.0
290,-970.9985499274964,0.0,0.0,0.0,0.0
291,-970.8985449272463,0.0,0.0,0.0,0.0
292,-970.7985399269963,0.0,0.0,0.0,0.0
293,-970.6985349267463,0.0,0.0,0.0,0.0
294,-970.5985299264963,0.0,0.0,0.0,0.0
295,-970.4985249262463,0.0,0.0,0.0,0.0
296,-970.3985199259963,0.0,0.0,0.0,0.0
297,-970.2985149257463,0.0,0.0,0.0,0.0
298,-970.1985099254963,0.0,0.0,0.0,0.0
299,-970.0985049252463,0.0,0.0,0.0,0.0
300,-969.9984999249963,0.0,0.0,0.0,0.0
301,-969.8984949247463,0.0,0.0,0.0,0.0
302,-969.7984899244963,0.0,0.0,0.0,0.0
303,-969.6984849242463,0.0,0.0,0.0,0.0
304,-969.5984799239963,0.0,0.0,0.0,0.0
305,-969.4984749237462,0.0,0.0,0.0,0.0
306,-969.3984699234961,0.0,0.0,0.0,0.0
307,-969.2984649232461,0.0,0.0,0.0,0.0
308,-969.1984599229961,0.0,0.0,0.0,0.0
309,-969.0984549227461,0.0,0.0,0.0,0.0
310,-968.9984499224961,0.0,0.0,0.0,0.0
311,-968.8984449222461,0.0,0.0,0.0,0.0
312,-968.7984399219961,0.0,0.0,0.0,0.0
313,-968.6984349217461,0.0,0.0,0.0,0.0
314,-968.5984299214961,0.0,0.0,0.0,0.0
315,-968.498424921246,0.0,0.0,0.0,0.0
316,-968.398419920996,0.0,0.0,0.0,0.0
317,-968.298414920746,0.0,0.0,0.0,0.0
318,-968.198409920496,0.0,0.0,0.0,0.0
319,-968.098404920246,0.0,0.0,0.0,0.0
320,-967.998399919996,0.0,0.0,0.0,0.0
321,-967.898394919746,0.0,0.0,0.0,0.0
322,-967.798389919496,0.0,0.0,0.0,0.0
323,-967.698384919246,0.0,0.0,0.0,0.0
324,-967.598379918996,0.0,0.0,0.0,0.0
325,-967.498374918746,0.0,0.0,0.0,0.0
326,-967.398369918496,0.0,0.0,0.0,0.0
327,-967.2983649182459,0.0,0.0,0.0,0.0
328,-967.1983599179958,0.0,0.0,0.0,0.0
329,-967.0983549177458,0.0,0.0,0.0,0.0
330,-966.9983499174958,0.0,0.0,0.0,0.0
331,-966.8983449172458,0.0,0.0,0.0,0.0
332,-966.7983399169958,0.0,0.0,0.0,0.0
333,-966.6983349167458,0.0,0.0,0.0,0.0
334,-966.5983299164958,0.0,0.0,0.0,0.0
335,-966.4983249162458,0.0,0.0,0.0,0.0
336,-966.3983199159958,0.0,0.0,0.0,0.0
337,-966.2983149157458,0.0,0.0,0.0,0.0
338,-966.1983099154958,0.0,0.0,0.0,0.0
339,-966.0983049152458,0.0,0.0,0.0,0.0
340,-965.9982999149958,0.0,0.0,0.0,0.0
341,-965.8982949147457,0.0,0.0,0.0,0.0
342,-965.7982899144957,0.0,0.0,0.0,0.0
343,-965.6982849142457,0.0,0.0,0.0,0.0
344,-965.5982799139957,0.0,0.0,0.0,0.0
345,-965.4982749137457,0.0,0.0,0.0,0.0
346,-965.3982699134957,0.0,0.0,0.0,0.0
347,-965.2982649132457,0.0,0.0,0.0,0.0
348,-965.1982599129957,0.0,0.0,0.0,0.0
349,-965.0982549127457,0.0,0.0,0.0,0.0
350,-964.9982499124956,0.0,0.0,0.0,0.0
351,-964.8982449122456,0.0,0.0,0.0,0.0
352,-964.7982399119956,0.0,0.0,0.0,0.0
353,-964.6982349117455,0.0,0.0,0.0,0.0
354,-964.5982299114955,0.0,0.0,0.0,0.0
355,-964.4982249112455,0.0,0.0,0.0,0.0
356,-964.3982199109955,0.0,0.0,0.0,0.0
357,-964.2982149107455,0.0,0.0,0.0,0.0
358,-964.1982099104955,0.0,0.0,0.0,0.0
359,-964.0982049102455,0.0,0.0,0.0,0.0
360,-963.9981999099955,0.0,0.0,0.0,0.0
361,-963.8981949097455,0.0,0.0,0.0,0.0
362,-963.7981899094955,0.0,0.0,0.0,0.0
363,-963.6981849092455,0.0,0.0,0.0,0.0
364,-963.5981799089955,0.0,0.0,0.0,0.0
365,-963.4981749087455,0.0,0.0,0.0,0.0
366,-963.3981699084954,0.0,0.0,0.0,0.0
367,-963.2981649082454,0.0,0.0,0.0,0.0
368,-963.1981599079954,0.0,0.0,0.0,0.0
369,-963.0981549077454,0.0,0.0,0.0,0.0
370,-962.9981499074954,0.0,0.0,0.0,0.0
371,-962.8981449072454,0.0,0.0,0.0,0.0
372,-962.7981399069954,0.0,0.0,0.0,0.0
373,-962.6981349067453,0.0,0.0,0.0,0.0
374,-962.5981299064953,0.0,0.0,0.0,0.0
375,-962.4981249062453,0.0,0.0,0.0,0.0
376,-962.3981199059953,0.0,0.0,0.0,0.0
377,-962.2981149057453,0.0,0.0,0.0,0.0
378,-962.1981099054952,0.0,0.0,0.0,0.0
379,-962.0981049052452,0.0,0.0,0.0,0.0
380,-961.9980999049952,0.0,0.0,0.0,0.0
381,-961.8980949047452,0.0,0.0,0.0,0.0
382,-961.7980899044952,0.0,0.0,0.0,0.0
383,-961.6980849042452,0.0,0.0,0.0,0.0
384,-961.5980799039952,0.0,0.0,0.0,0.0
385,-961.4980749037452,0.0,0.0,0.0,0.0
386,-961.3980699034952,0.0,0.0,0.0,0.0
387,-961.2980649032452,0.0,0.0,0.0,0.0
388,-961.1980599029952,0.0,0.0,0.0,0.0
389,-961.0980549027452,0.0,0.0,0.0,0.0
390,-960.9980499024952,0.0,0.0,0.0,0.0
391,-960.8980449022451,0.0,0.0,0.0,0.0
392,-960.7980399019951,0.0,0.0,0.0,0.0
393,-960.6980349017451,0.0,0.0,0.0,0.0
394,-960.5980299014951,0.0,0.0,0.0,0.0
395,-960.4980249012451,0.0,0.0,0.0,0.0
396,-960.398019900995,0.0,0.0,0.0,0.0
397,-960.298014900745,0.0,0.0,0.0,0.0
398,-960.198009900495,0.0,0.0,0.0,0.0
399,-960.098004900245,0.0,0.0,0.0,0.0
400,-959.997999899995,0.0,0.0,0.0,0.0
401,-959.897994899745,0.0,0.0,0.0,0.0
402,-959.797989899495,0.0,0.0,0.0,0.0
403,-959.697984899245,0.0,0.0,0.0,0.0
404,-959.5979798989949,0.0,0.0,0.0,0.0
405,-959.4979748987449,0.0,0.0,0.0,0.0
406,-959.3979698984949,0.0,0.0,0.0,0.0
407,-959.2979648982449,0.0,0.0,0.0,0.0
408,-959.1979598979949,0.0,0.0,0.0,0.0
409,-959.0979548977449,0.0,0.0,0.0,0.0
410,-958.9979498974949,0.0,0.0,0.0,0.0
411,-958.8979448972449,0.0,0.0,0.0,0.0
412,-958.7979398969949,0.0,0.0,0.0,0.0
413,-958.6979348967449,0.0,0.0,0.0,0.0
414,-958.5979298964949,0.0,0.0,0.0,0.0
415,-958.4979248962449,0.0,0.0,0.0,0.0
416,-958.3979198959948,0.0,0.0,0.0,0.0
417,-958.2979148957447,0.0,0.0,0.0,0.0
418,-958.1979098954948,0.0,0.0,0.0,0.0
419,-958.0979048952447,0.0,0.0,0.0,0.0
420,-957.9978998949947,0.0,0.0,0.0,0.0
421,-957.8978948947447,0.0,0.0,0.0,0.0
422,-957.7978898944947,0.0,0.0,0.0,0.0
423,-957.6978848942447,0.0,0.0,0.0,0.0
424,-957.5978798939947,0.0,0.0,0.0,0.0
425,-957.4978748937447,0.0,0.0,0.0,0.0
426,-957.3978698934947,0.0,0.0,0.0,0.0
427,-957.2978648932447,0.0,0.0,0.0,0.0
428,-957.1978598929946,0.0,0.0,0.0,0.0
429,-957.0978548927446,0.0,0.0,0.0,0.0
430,-956.9978498924946,0.0,0.0,0.0,0.0
431,-956.8978448922446,0.0,0.0,0.0,0.0
432,-956.7978398919946,0.0,0.0,0.0,0.0
433,-956.6978348917446,0.0,0.0,0.0,0.0
434,-956.5978298914946,0.0,0.0,0.0,0.0
435,-956.4978248912446,0.0,0.0,0.0,0.0
436,-956.3978198909946,0.0,0.0,0.0,0.0
437,-956.2978148907446,0.0,0.0,0.0,0.0
438,-956.1978098904946,0.0,0.0,0.0,0.0
439,-956.0978048902446,0.0,0.0,0.0,0.0
440,-955.9977998899944,0.0,0.0,0.0,0.0
441,-955.8977948897444,0.0,0.0,0.0,0.0
442,-955.7977898894944,0.0,0.0,0.0,0.0
443,-955.6977848892444,0.0,0.0,0.0,0.0
444,-955.5977798889944,0.0,0.0,0.0,0.0
445,-955.4977748887444,0.0,0.0,0.0,0.0
446,-955.3977698884944,0.0,0.0,0.0,0.0
447,-955.2977648882444,0.0,0.0,0.0,0.0
448,-955.1977598879944,0.0,0.0,0.0,0.0
449,-955.0977548877444,0.0,0.0,0.0,0.0
450,-954.9977498874944,0.0,0.0,0.0,0.0
451,-954.8977448872444,0.0,0.0,0.0,0.0
452,-954.7977398869943,0.0,0.0,0.0,0.0
453,-954.6977348867443,0.0,0.0,0.0,0.0
454,-954.5977298864943,0.0,0.0,0.0,0.0
455,-954.4977248862443,0.0,0.0,0.0,0.0
456,-954.3977198859943,0.0,0.0,0.0,0.0
457,-954.2977148857443,0.0,0.0,0.0,0.0
458,-954.1977098854943,0.0,0.0,0.0,0.0
459,-954.0977048852443,0.0,0.0,0.0,0.0
460,-953.9976998849943,0.0,0.0,0.0,0.0
461,-953.8976948847443,0.0,0.0,0.0,0.0
462,-953.7976898844943,0.0,0.0,0.0,0.0
463,-953.6976848842442,0.0,0.0,0.0,0.0
464,-953.5976798839941,0.0,0.0,0.0,0.0
465,-953.4976748837441,0.0,0.0,0.0,0.0
466,-953.3976698834941,0.0,0.0,0.0,0.0
467,-953.2976648832441,0.0,0.0,0.0,0.0
468,-953.1976598829941,0.0,0.0,0.0,0.0
469,-953.0976548827441,0.0,0.0,0.0,0.0
470,-952.9976498824941,0.0,0.0,0.0,0.0
471,-952.8976448822441,0.0,0.0,0.0,0.0
472,-952.7976398819941,0.0,0.0,0.0,0.0
473,-952.6976348817441,0.0,0.0,0.0,0.0
474,-952.5976298814941,0.0,0.0,0.0,0.0
475,-952.4976248812441,0.0,0.0,0.0,0.0
476,-952.3976198809941,0.0,0.0,0.0,0.0
477,-952.297614880744,0.0,0.0,0.0,0.0
478,-952.197609880494,0.0,0.0,0.0,0.0
479,-952.097604880244,0.0,0.0,0.0,0.0
480,-951.997599879994,0.0,0.0,0.0,0.0
481,-951.897594879744,0.0,0.0,0.0,0.0
482,-951.797589879494,0.0,0.0,0.0,0.0
483,-951.697584879244,0.0,0.0,0.0,0.0
484,-951.597579878994,0.0,0.0,0.0,0.0
485,-951.497574878744,0.0,0.0,0.0,0.0
486,-951.3975698784939,0.0,0.0,0.0,0.0
487,-951.2975648782439,0.0,0.0,0.0,0.0
488,-951.1975598779939,0.0,0.0,0.0,0.0
489,-951.0975548777438,0.0,0.0,0.0,0.0
490,-950.9975498774938,0.0,0.0,0.0,0.0
491,-950.8975448772438,0.0,0.0,0.0,0.0
492,-950.7975398769938,0.0,0.0,0.0,0.0
493,-950.6975348767438,0.0,0.0,0.0,0.0
494,-950.5975298764938,0.0,0.0,0.0,0.0
495,-950.4975248762438,0.0,0.0,0.0,0.0
496,-950.3975198759938,0.0,0.0,0.0,0.0
497,-950.2975148757438,0.0,0.0,0.0,0.0
498,-950.1975098754938,0.0,0.0,0.0,0.0
499,-950.0975048752438,0.0,0.0,0.0,0.0
500,-949.9974998749938,0.0,0.0,0.0,0.0
501,-949.8974948747438,0.0,0.0,0.0,0.0
502,-949.7974898744937,0.0,0.0,0.0,0.0
503,-949.6974848742437,0.0,0.0,0.0,0.0
504,-949.5974798739937,0.0,0.0,0.0,0.0
505,-949.4974748737437,0.0,0.0,0.0,0.0
506,-949.3974698734937,0.0,0.0,0.0,0.0
507,-949.2974648732437,0.0,0.0,0.0,0.0
508,-949.1974598729937,0.0,0.0,0.0,0.0
509,-949.0974548727436,0.0,0.0,0.0,0.0
510,-948.9974498724936,0.0,0.0,0.0,0.0
511,-948.8974448722436,0.0,0.0,0.0,0.0
512,-948.7974398719936,0.0,0.0,0.0,0.0
513,-948.6974348717436,0.0,0.0,0.0,0.0
